ID,Descrip,Energy,Protein,Fat,Carbohydrate,Sugar,Fiber,Vitamin A,Vitamin B-6,Vitamin B-12,Vitamin C,Vitamin E,Folate,Niacin,Riboflavin,Thiamin,Calcium,Copper,Iron,Magnesium,Manganese,Phosphorus,Selenium,Zinc,FoV
11508,"Sweet potato, cooked, baked in skin, flesh, without salt",90,2.01,0.15,20.71,6.48,3.3,961,0.286,0,19.6,0.71,6,1.487,0.106,0.107,38,0.161,0.69,27,0.497,54,0.2,0.32,Vegetable
11510,"Sweet potato, cooked, boiled, without skin",76,1.37,0.14,17.72,5.74,2.5,787,0.165,0,12.8,0.94,6,0.538,0.047,0.056,27,0.094,0.72,18,0.266,32,0.2,0.2,Vegetable
11512,"Sweet potato, canned, vacuum pack",91,1.65,0.2,21.12,5,1.8,399,0.19,0,26.4,1,17,0.741,0.057,0.037,22,0.139,0.89,22,0.455,49,0.7,0.18,Vegetable
11514,"Sweet potato, canned, mashed",101,1.98,0.2,23.19,5.45,1.7,435,0.235,0,5.2,1.09,11,0.955,0.09,0.027,30,0.278,1.33,24,0.988,52,0.8,0.21,Vegetable
11516,"Sweet potato, frozen, unprepared",96,1.71,0.18,22.22,0,1.7,518,0.177,0,13.3,0,21,0.597,0.051,0.067,37,0.177,0.53,22,0.665,45,0.6,0.31,Vegetable
11517,"Sweet potato, frozen, cooked, baked, without salt",100,1.71,0.12,23.4,9.17,1.8,1043,0.186,0,9.1,0.77,22,0.555,0.056,0.066,35,0.183,0.54,21,0.665,44,0.6,0.3,Vegetable
11518,"Taro, raw",112,1.5,0.2,26.46,0.4,4.1,4,0.283,0,4.5,2.38,22,0.6,0.025,0.095,43,0.172,0.55,33,0.383,84,0.7,0.23,Vegetable
11519,"Taro, cooked, without salt",142,0.52,0.11,34.6,0.49,5.1,4,0.331,0,5,2.93,19,0.51,0.028,0.107,18,0.201,0.72,30,0.449,76,0.9,0.27,Vegetable
11520,"Taro leaves, raw",42,4.98,0.74,6.7,3.01,3.7,241,0.146,0,52,2.02,126,1.513,0.456,0.209,107,0.27,2.25,45,0.714,60,0.9,0.41,Vegetable
11521,"Taro leaves, cooked, steamed, without salt",24,2.72,0.41,4.02,0,2,212,0.072,0,35.5,0,48,1.267,0.38,0.139,86,0.14,1.18,20,0.371,27,0.9,0.21,Vegetable
11522,"Taro shoots, raw",11,0.92,0.09,2.32,0,0,3,0.111,0,21,0,3,0.8,0.05,0.04,12,0.088,0.6,8,0.122,28,0.9,0.51,Vegetable
11523,"Taro shoots, cooked, without salt",14,0.73,0.08,3.2,0,0,3,0.112,0,18.9,0,3,0.81,0.053,0.038,14,0.094,0.41,8,0.13,26,1,0.54,Vegetable
11525,"Taro, tahitian, raw",44,2.79,0.97,6.91,0,0,102,0.116,0,96,0,9,0.995,0.244,0.062,129,0.071,1.3,47,0.157,45,0.7,0.09,Vegetable
11526,"Taro, tahitian, cooked, without salt",44,4.16,0.68,6.85,0,0,88,0.117,0,38,0,7,0.48,0.198,0.044,149,0.076,1.56,51,0.168,67,0.8,0.1,Vegetable
11527,"Tomatoes, green, raw",23,1.2,0.2,5.1,4,1.1,32,0.081,0,23.4,0.38,9,0.5,0.04,0.06,13,0.09,0.51,10,0.1,28,0.4,0.07,Vegetable
11529,"Tomatoes, red, ripe, raw, year round average",18,0.88,0.2,3.89,2.63,1.2,42,0.08,0,13.7,0.54,15,0.594,0.019,0.037,10,0.059,0.27,11,0.114,24,0,0.17,Vegetable
11530,"Tomatoes, red, ripe, cooked",18,0.95,0.11,4.01,2.49,0.7,24,0.079,0,22.8,0.56,13,0.532,0.022,0.036,11,0.075,0.68,9,0.105,28,0.5,0.14,Vegetable
11531,"Tomatoes, red, ripe, canned, packed in tomato juice",16,0.79,0.25,3.47,2.55,1.9,20,0.111,0,12.6,0.59,8,0.712,0.055,0.575,33,0.052,0.57,10,0.068,17,0.7,0.12,Vegetable
11533,"Tomatoes, red, ripe, canned, stewed",26,0.91,0.19,6.19,3.52,1,9,0.017,0,7.9,0.83,5,0.714,0.035,0.046,34,0.112,1.33,12,0.059,20,0.6,0.17,Vegetable
11537,"Tomatoes, red, ripe, canned, with green chilies",15,0.69,0.08,3.62,0,0,20,0.103,0,6.2,0,9,0.64,0.019,0.034,20,0.09,0.26,11,0.132,14,0.4,0.13,Vegetable
11540,"Tomato juice, canned, with salt added",17,0.85,0.29,3.53,2.58,0.4,23,0.07,0,70.1,0.32,20,0.673,0.078,0.1,10,0.042,0.39,11,0.068,19,0.5,0.11,Vegetable
11546,"Tomato products, canned, paste, without salt added",82,4.32,0.47,18.91,12.18,4.1,76,0.216,0,21.9,4.3,12,3.076,0.153,0.06,36,0.365,2.98,42,0.302,83,5.3,0.63,Vegetable
11547,"Tomato products, canned, puree, without salt added",38,1.65,0.21,8.98,4.83,1.9,26,0.126,0,10.6,1.97,11,1.466,0.08,0.025,18,0.287,1.78,23,0.169,40,0.7,0.36,Vegetable
11548,Tomato powder,302,12.91,0.44,74.68,43.9,16.5,862,0.457,0,116.7,12.25,120,9.133,0.761,0.913,166,1.241,4.56,178,1.951,295,5.3,1.71,Vegetable
11549,"Tomato products, canned, sauce",24,1.2,0.3,5.31,3.56,1.5,22,0.098,0,7,1.44,9,0.991,0.065,0.024,14,0.115,0.96,15,0.113,27,0.6,0.22,Vegetable
11551,"Tomato products, canned, sauce, with mushrooms",35,1.45,0.13,8.43,5.77,1.5,48,0.133,0,12.4,1.92,9,1.265,0.108,0.072,13,0.199,0.89,19,0.188,32,0.2,0.21,Vegetable
11553,"Tomato products, canned, sauce, with onions",42,1.56,0.19,9.94,0,1.8,43,0.267,0,12.7,0,22,1.242,0.133,0.073,17,0.181,0.93,19,0.301,39,0.8,0.23,Vegetable
11555,"Tomato products, canned, sauce, with herbs and cheese",59,2.13,1.93,10.24,0,2.2,49,0.019,0,10,0,8,1.209,0.124,0.076,37,0.174,0.87,19,0.188,54,0.9,0.36,Vegetable
11557,"Tomato products, canned, sauce, with onions, green peppers, and celery",41,0.94,0.74,8.77,7.36,1.4,41,0.194,0,13.2,1.18,14,1.095,0.12,0.067,13,0.198,0.76,21,0.244,38,0.6,0.28,Vegetable
11559,"Tomato products, canned, sauce, with tomato tidbits",32,1.32,0.39,7.09,0,1.4,40,0.155,0,21.5,0,9,1.183,0.097,0.073,10,0.014,0.68,20,0.22,42,0.6,0.19,Vegetable
11563,"Tree fern, cooked, without salt",40,0.29,0.07,10.98,0,3.7,10,0.179,0,30,0,15,3.5,0.3,0,8,0.202,0.16,5,0.539,4,0.9,0.31,Vegetable
11564,"Turnips, raw",28,0.9,0.1,6.43,3.8,1.8,0,0.09,0,21,0.03,15,0.4,0.03,0.04,30,0.085,0.3,11,0.134,27,0.7,0.27,Vegetable
11565,"Turnips, cooked, boiled, drained, without salt",22,0.71,0.08,5.06,2.99,2,0,0.067,0,11.6,0.02,9,0.299,0.023,0.027,33,0.002,0.18,9,0.071,26,0.2,0.12,Vegetable
11566,"Turnips, frozen, unprepared",16,1.04,0.16,2.94,0,1.8,1,0.048,0,4.4,0,8,0.4,0.02,0.03,23,0.045,0.7,10,0.071,20,0.4,0.14,Vegetable
11567,"Turnips, frozen, cooked, boiled, drained, without salt",23,1.53,0.24,4.35,2.35,2,0,0.067,0,3.9,0.02,8,0.56,0.028,0.035,32,0.063,0.98,14,0.1,26,0.6,0.2,Vegetable
11568,"Turnip greens, raw",32,1.5,0.3,7.13,0.81,3.2,579,0.263,0,60,2.86,194,0.6,0.1,0.07,190,0.35,1.1,31,0.466,42,1.2,0.19,Vegetable
11569,"Turnip greens, cooked, boiled, drained, without salt",20,1.14,0.23,4.36,0.53,3.5,381,0.18,0,27.4,1.88,118,0.411,0.072,0.045,137,0.253,0.8,22,0.337,29,0.9,0.14,Vegetable
11570,"Turnip greens, canned, solids and liquids",14,1.36,0.3,2.42,0,1.7,179,0.037,0,15.5,0,41,0.362,0.063,0.012,118,0.083,1.51,20,0.277,21,0.7,0.23,Vegetable
11574,"Turnip greens, frozen, unprepared",22,2.47,0.31,3.67,0,2.5,309,0.1,0,26.8,0,74,0.383,0.091,0.044,118,0.057,1.51,27,0.369,27,0.9,0.17,Vegetable
11575,"Turnip greens, frozen, cooked, boiled, drained, without salt",29,3.35,0.42,4.98,0.75,3.4,538,0.067,0,21.8,2.66,39,0.468,0.074,0.054,152,0.15,1.94,26,0.475,34,1.2,0.41,Vegetable
11576,"Turnip greens and turnips, frozen, unprepared",21,2.46,0.19,3.39,0,2.4,305,0.074,0,25.8,0,41,0.388,0.088,0.044,114,0.051,1.63,18,0.22,24,0.9,0.16,Vegetable
11577,"Turnip greens and turnips, frozen, cooked, boiled, drained, without salt",35,2.99,0.38,4.85,1.07,3.1,431,0.067,0,18.2,2.13,33,0.486,0.065,0.05,128,0.133,1.75,24,0.4,32,1.1,0.37,Vegetable
11578,"Vegetable juice cocktail, canned",19,0.93,0.31,3.87,2.89,0.5,35,0.071,0,54.3,1.02,21,0.722,0.033,0.05,14,0.068,0.28,11,0.08,19,0.5,0.12,Vegetable
11579,"Vegetables, mixed, canned, solids and liquids",36,1.42,0.25,7.13,0,3.8,0,0.077,0,3.8,0,18,0.482,0.04,0.034,21,0.104,0.65,15,0.427,37,0.2,0.51,Vegetable
11581,"Vegetables, mixed, canned, drained solids",49,2.59,0.25,9.26,2.41,3,583,0.079,0,5,0.29,24,0.577,0.048,0.046,27,0.073,1.05,16,0.568,42,0.3,0.41,Vegetable
11583,"Vegetables, mixed, frozen, unprepared",72,3.33,0.52,13.47,0,4,254,0.096,0,10.4,0,29,1.252,0.085,0.122,25,0.093,0.95,24,0.244,59,0.4,0.45,Vegetable
11584,"Vegetables, mixed, frozen, cooked, boiled, drained, without salt",65,2.86,0.15,13.09,3.12,4.4,214,0.074,0,3.2,0.38,19,0.851,0.12,0.071,25,0.083,0.82,22,0.379,51,0.3,0.49,Vegetable
11585,"Vegetable juice cocktail, low sodium, canned",19,0.91,0.32,3.83,2.81,0.5,35,0.071,0,54.3,1.02,0,0.722,0.033,0.05,15,0.068,0.29,12,0.079,19,0.2,0.12,Vegetable
11587,"Vinespinach, (basella), raw",19,1.8,0.3,3.4,0,0,400,0.24,0,102,0,140,0.5,0.155,0.05,109,0.107,1.2,65,0.735,52,0.8,0.43,Vegetable
11588,"Waterchestnuts, chinese, (matai), raw",97,1.4,0.1,23.94,4.8,3,0,0.328,0,4,1.2,16,1,0.2,0.14,11,0.326,0.06,22,0.331,63,0.7,0.5,Vegetable
11590,"Waterchestnuts, chinese, canned, solids and liquids",50,0.88,0.06,12.3,2.46,2.5,0,0.159,0,1.3,0.5,6,0.36,0.024,0.011,4,0.1,0.87,5,0.161,19,0.7,0.38,Vegetable
11591,"Watercress, raw",11,2.3,0.1,1.29,0.2,0.5,160,0.129,0,43,1,9,0.2,0.12,0.09,120,0.077,0.2,21,0.244,60,0.9,0.11,Vegetable
11593,"Waxgourd, (chinese preserving melon), raw",13,0.4,0.2,3,0,2.9,0,0.035,0,13,0,5,0.4,0.11,0.04,19,0.023,0.4,10,0.058,19,0.2,0.61,Vegetable
11594,"Waxgourd, (chinese preserving melon), cooked, boiled, drained, without salt",14,0.4,0.2,3.04,1.18,1,0,0.032,0,10.5,0.08,4,0.384,0.001,0.034,18,0.022,0.38,10,0.056,17,0.2,0.59,Vegetable
11595,"Winged beans, immature seeds, raw",49,6.95,0.87,4.31,0,0,0,0.113,0,18.3,0,66,0.9,0.1,0.14,84,0.051,1.5,34,0.218,37,1.5,0.39,Vegetable
11596,"Winged beans, immature seeds, cooked, boiled, drained, without salt",38,5.31,0.66,3.21,0,0,4,0.082,0,9.8,0,35,0.652,0.072,0.086,61,0.037,1.09,30,0.158,25,1.1,0.28,Vegetable
11597,"Winged bean leaves, raw",74,5.85,1.1,14.1,0,0,405,0.232,0,45,0,16,3.472,0.602,0.833,224,0.456,4,8,1.367,63,0.9,1.28,Vegetable
11599,"Winged bean tuber, raw",148,11.6,0.9,28.1,0,0,0,0.075,0,0,0,19,1.64,0.149,0.379,30,1.386,2,24,0.532,45,0.7,1.39,Vegetable
11601,"Yam, raw",118,1.53,0.17,27.88,0.5,4.1,7,0.293,0,17.1,0.35,23,0.552,0.032,0.112,17,0.178,0.54,21,0.397,55,0.7,0.24,Vegetable
11602,"Yam, cooked, boiled, drained, or baked, without salt",116,1.49,0.14,27.48,0.49,3.9,6,0.228,0,12.1,0.34,16,0.552,0.028,0.095,14,0.152,0.52,18,0.371,49,0.7,0.2,Vegetable
11603,"Yambean (jicama), raw",38,0.72,0.09,8.82,1.8,4.9,1,0.042,0,20.2,0.46,12,0.2,0.029,0.02,12,0.048,0.6,12,0.06,18,0.7,0.16,Vegetable
11604,"Yambean (jicama), cooked, boiled, drained, without salt",38,0.72,0.09,8.82,0,0,1,0.04,0,14.1,0,8,0.19,0.028,0.017,11,0.046,0.57,11,0.057,16,0.7,0.15,Vegetable
11605,"Beets, harvard, canned, solids and liquids",73,0.84,0.06,18.18,0,2.5,1,0.055,0,2.4,0,29,0.084,0.05,0.01,11,0.097,0.36,19,0.241,17,1.1,0.23,Vegetable
11609,"Beets, pickled, canned, solids and liquids",65,0.8,0.08,16.28,13.59,2.6,2,0.05,0,2.3,0.06,27,0.251,0.048,0.01,11,0.116,0.41,15,0.22,17,1,0.26,Vegetable
11613,"Borage, raw",21,1.8,0.7,3.06,0,0,210,0.084,0,35,0,13,0.9,0.15,0.06,93,0.13,3.3,52,0.349,53,0.9,0.2,Vegetable
11614,"Borage, cooked, boiled, drained, without salt",25,2.09,0.81,3.55,0,0,219,0.088,0,32.5,0,10,0.94,0.165,0.059,102,0.143,3.64,57,0.385,55,0.9,0.22,Vegetable
11615,"Chives, freeze-dried",311,21.2,3.5,64.29,0,26.2,3415,1.996,0,660,0,108,5.9,1.5,0.9,813,0.686,20,640,1.35,518,9.4,5.12,Vegetable
11616,"Dock, raw",22,2,0.7,3.2,0,2.9,200,0.122,0,48,0,13,0.5,0.1,0.04,44,0.131,2.4,103,0.349,63,0.9,0.2,Vegetable
11617,"Dock, cooked, boiled, drained, without salt",20,1.83,0.64,2.93,0,2.6,174,0.1,0,26.3,0,8,0.411,0.086,0.034,38,0.114,2.08,89,0.303,52,0.9,0.17,Vegetable
11618,"Eppaw, raw",150,4.6,1.8,31.68,0,0,0,0.176,0,13,0,24,0.3,0.12,0.11,110,0.234,1.15,32,1.094,165,0.9,1.15,Vegetable
11620,"Drumstick pods, raw",37,2.1,0.2,8.53,0,3.2,4,0.12,0,141,0,44,0.62,0.074,0.053,30,0.084,0.36,45,0.259,50,0.7,0.45,Vegetable
11621,"Drumstick pods, cooked, boiled, drained, without salt",36,2.09,0.19,8.18,0,4.2,4,0.112,0,97,0,30,0.59,0.068,0.046,20,0.078,0.45,42,0.241,49,0.7,0.42,Vegetable
11622,"Kale, scotch, raw",42,2.8,0.6,8.32,0,1.7,155,0.227,0,130,0,28,1.3,0.06,0.07,205,0.243,3,88,0.648,62,0.9,0.37,Vegetable
11623,"Kale, scotch, cooked, boiled, drained, without salt",28,1.9,0.41,5.63,0,1.2,100,0.139,0,52.8,0,13,0.792,0.039,0.04,132,0.156,1.93,57,0.417,38,0.9,0.24,Vegetable
11624,"Leeks, (bulb and lower-leaf portion), freeze-dried",321,15.2,2.1,74.65,0,10.4,14,1.209,0,118,0,366,3.5,0.4,0.8,360,0.657,7.6,161,2.634,346,5.7,0.66,Vegetable
11625,"Parsley, freeze-dried",271,31.3,5.2,42.38,0,32.7,0,1.375,0,149,0,194,10.4,2.26,1.04,176,0.459,53.9,372,1.338,548,32.3,6.11,Vegetable
11626,"Beans, mung, mature seeds, sprouted, canned, drained solids",12,1.4,0.06,2.14,1.34,0.8,0,0.032,0,0.3,0.04,10,0.22,0.07,0.03,14,0.157,0.43,9,0.073,32,0.6,0.28,Vegetable
11632,"Peppers, jalapeno, canned, solids and liquids",27,0.92,0.94,4.74,2.14,2.6,85,0.19,0,10,0.69,14,0.403,0.038,0.043,23,0.146,1.88,15,0.114,18,0.4,0.34,Vegetable
11634,"Peppers, sweet, green, freeze-dried",314,17.9,3,68.7,38.48,21.3,282,2.223,0,1900,4,229,7.4,1.2,1.2,134,1.389,10.4,188,1.897,327,3.7,2.41,Vegetable
11637,"Radishes, white icicle, raw",14,1.1,0.1,2.63,0,1.4,0,0.075,0,29,0,14,0.3,0.02,0.03,27,0.099,0.8,9,0.033,28,0.7,0.13,Vegetable
11640,"Shallots, freeze-dried",348,12.3,0.5,80.7,38.16,15.7,1,1.675,0,39,0.18,116,1,0.1,0.3,183,0.425,6,104,1.417,296,5.7,1.93,Vegetable
11641,"Squash, summer, all varieties, raw",16,1.21,0.18,3.35,2.2,1.1,10,0.218,0,17,0.12,29,0.487,0.142,0.048,15,0.051,0.35,17,0.175,38,0.2,0.29,Vegetable
11642,"Squash, summer, all varieties, cooked, boiled, drained, without salt",20,0.91,0.31,4.31,2.59,1.4,11,0.065,0,5.5,0.14,20,0.513,0.041,0.044,27,0.103,0.36,24,0.213,39,0.2,0.39,Vegetable
11643,"Squash, winter, all varieties, raw",34,0.95,0.13,8.59,2.2,1.5,68,0.156,0,12.3,0.12,24,0.5,0.062,0.03,28,0.071,0.58,14,0.163,23,0.4,0.21,Vegetable
11644,"Squash, winter, all varieties, cooked, baked, without salt",37,0.89,0.35,8.85,3.3,2.8,261,0.161,0,9.6,0.12,20,0.495,0.067,0.016,22,0.082,0.44,13,0.187,19,0.4,0.22,Vegetable
11645,"Sweet potato, canned, syrup pack, solids and liquids",89,0.98,0.2,20.93,15.4,2.5,377,0.051,0,10.5,0.94,7,0.456,0.046,0.024,15,0.124,0.8,13,0.507,27,0.7,0.19,Vegetable
11647,"Sweet potato, canned, syrup pack, drained solids",108,1.28,0.32,25.36,5.74,3,458,0.062,0,10.8,1.15,8,0.34,0.038,0.025,17,0.167,0.95,12,0.615,25,0.8,0.16,Vegetable
11649,"Tomato products, canned, sauce, spanish style",33,1.44,0.27,7.24,0,1.4,49,0.177,0,8.6,0,14,1.292,0.062,0.074,17,0.16,3.48,19,0.216,48,0.6,0.34,Vegetable
11653,"Beans, pinto, mature seeds, sprouted, raw",62,5.25,0.9,11.6,0,0,0,0.171,0,21.7,0,118,2.28,0.175,0.23,43,0.32,1.97,53,0.366,94,0.6,0.5,Vegetable
11654,"Beans, pinto, mature seeds, sprouted, cooked, boiled, drained, without salt",22,1.86,0.32,4.1,0,0,0,0.054,0,6.1,0,29,0.725,0.059,0.067,15,0.107,0.66,18,0.123,30,0.6,0.17,Vegetable
11655,"Carrot juice, canned",40,0.95,0.15,9.28,3.91,0.8,956,0.217,0,8.5,1.16,4,0.386,0.055,0.092,24,0.046,0.46,14,0.13,42,0.6,0.18,Vegetable
11656,"Corn pudding, home prepared",131,4.42,5.04,16.97,6.59,1.2,57,0.127,0.31,3.7,0.27,29,1.033,0.154,0.069,39,0.043,0.53,15,0.079,90,6.1,0.48,Vegetable
11657,"Potatoes, mashed, home-prepared, whole milk added",83,1.91,0.57,17.57,1.48,1.5,7,0.232,0.07,6.2,0.02,8,1.118,0.041,0.089,24,0.145,0.27,18,0.119,46,0.8,0.28,Vegetable
11658,Spinach souffle,172,7.89,12.95,5.9,1.85,0.7,244,0.098,0.4,7.3,0.93,77,0.479,0.263,0.082,165,0.059,1.19,30,0.269,139,11.1,0.85,Vegetable
11659,"Sweet potato, cooked, candied, home-prepared",164,0.89,3.54,32.12,27.25,2.1,349,0.05,0.01,9,0.9,6,0.406,0.041,0.021,26,0.113,0.79,13,0.442,25,0.8,0.17,Vegetable
11660,"Tomatoes, red, ripe, cooked, stewed",79,1.96,2.68,13.05,0,1.7,33,0.086,0,18.2,0,11,1.11,0.08,0.108,26,0.095,1.06,15,0.193,38,1.2,0.18,Vegetable
11663,"Seaweed, agar, dried",306,6.21,0.3,80.88,2.97,7.7,0,0.303,0,0,5,580,0.202,0.222,0.01,625,0.61,21.4,770,4.3,52,7.4,5.8,Vegetable
11666,"Seaweed, spirulina, raw",26,5.92,0.39,2.42,0.3,0.4,3,0.034,0,0.9,0.49,9,1.196,0.342,0.222,12,0.597,2.79,19,0.186,11,0.7,0.2,Vegetable
11667,"Seaweed, spirulina, dried",290,57.47,7.72,23.9,3.1,3.6,29,0.364,0,10.1,5,94,12.82,3.67,2.38,120,6.1,28.5,195,1.9,118,7.2,2,Vegetable
11669,"Seaweed, wakame, raw",45,3.03,0.64,9.14,0.65,0.5,18,0.002,0,3,1,196,1.6,0.23,0.06,150,0.284,2.18,107,1.4,80,0.7,0.38,Vegetable
11670,"Peppers, hot chili, green, raw",40,2,0.2,9.46,5.1,1.5,59,0.278,0,242.5,0.69,23,0.95,0.09,0.09,18,0.174,1.2,25,0.237,46,0.5,0.3,Vegetable
11671,"Potatoes, o'brien, home-prepared",81,2.35,1.28,15.47,0,0,0,0.213,0,16.7,0,8,1.008,0.056,0.075,36,0.129,0.47,18,0.121,50,1.2,0.3,Vegetable
11672,Potato pancakes,268,6.08,14.76,27.81,1.79,3.3,32,0.448,0.29,27.6,0.23,45,1.672,0.173,0.158,32,0.18,1.67,36,0.26,128,8.9,0.7,Vegetable
11674,"Potatoes, baked, flesh and skin, without salt",93,2.5,0.13,21.15,1.18,2.2,1,0.311,0,9.6,0.04,28,1.41,0.048,0.064,15,0.118,1.08,28,0.219,70,0.4,0.36,Vegetable
11675,"Potatoes, microwaved, cooked in skin, flesh and skin, without salt",105,2.44,0.1,24.24,0,2.3,0,0.344,0,15.1,0,12,1.714,0.032,0.12,11,0.334,1.24,27,0.292,105,0.4,0.36,Vegetable
11676,"Radish seeds, sprouted, raw",43,3.81,2.53,3.6,0,0,20,0.285,0,28.9,0,95,2.853,0.103,0.102,51,0.12,0.86,44,0.26,113,0.6,0.56,Vegetable
11677,"Shallots, raw",72,2.5,0.1,16.8,7.87,3.2,0,0.345,0,8,0.04,34,0.2,0.02,0.06,37,0.088,1.2,21,0.292,60,1.2,0.4,Vegetable
11683,"Carrot, dehydrated",341,8.1,1.49,79.57,38.82,23.6,3423,1.04,0,14.6,5.45,55,6.567,0.417,0.534,212,0.37,3.93,118,1.116,346,8.6,1.57,Vegetable
11693,"Tomatoes, crushed, canned",32,1.64,0.28,7.29,4.4,1.9,11,0.15,0,9.2,1.25,13,1.222,0.052,0.075,34,0.183,1.3,20,0.183,32,0.6,0.27,Vegetable
11695,"Tomatoes, orange, raw",16,1.16,0.19,3.18,0,0.9,75,0.06,0,16,0,29,0.593,0.034,0.046,5,0.062,0.47,8,0.088,29,0.4,0.14,Vegetable
11696,"Tomatoes, yellow, raw",15,0.98,0.26,2.98,0,0.7,0,0.056,0,9,0,30,1.179,0.047,0.041,11,0.101,0.49,12,0.12,36,0.4,0.28,Vegetable
11697,"Arrowroot, raw",65,4.24,0.2,13.39,0,1.3,1,0.266,0,1.9,0,338,1.693,0.059,0.143,6,0.121,2.22,25,0.174,98,0.7,0.63,Vegetable
11698,"Chrysanthemum leaves, raw",24,3.36,0.56,3.01,0,3,94,0.176,0,1.4,0,177,0.531,0.144,0.13,117,0.137,2.3,32,0.943,54,0.3,0.71,Vegetable
11700,"Amaranth leaves, cooked, boiled, drained, with salt",21,2.11,0.18,4.11,0,0,139,0.177,0,41.1,0,57,0.559,0.134,0.02,209,0.158,2.26,55,0.861,72,0.9,0.88,Vegetable
11701,"Arrowhead, cooked, boiled, drained, with salt",78,4.49,0.1,16.14,0,0,0,0.206,0,0.3,0,9,1.16,0.06,0.144,7,0.135,1.21,49,0.285,197,0.6,0.22,Vegetable
11702,"Artichokes, (globe or french), cooked, boiled, drained, with salt",51,2.89,0.34,11.39,0.99,8.6,1,0.081,0,7.4,0.19,89,1.11,0.089,0.05,21,0.127,0.61,42,0.225,73,0.2,0.4,Vegetable
11703,"Artichokes, (globe or french), frozen, cooked, boiled, drained, with salt",45,3.11,0.5,9.18,0.84,4.6,1,0.087,0,5,0.16,119,0.915,0.158,0.062,21,0.061,0.56,31,0.273,61,0.2,0.36,Vegetable
11705,"Asparagus, cooked, boiled, drained, with salt",22,2.4,0.22,4.11,1.3,2,50,0.079,0,7.7,1.5,149,1.084,0.139,0.162,23,0.165,0.91,14,0.154,54,6.1,0.6,Vegetable
11707,"Asparagus, canned, no salt added, solids and liquids",15,1.8,0.18,2.48,1,1,39,0.098,0,16.5,0.29,85,0.851,0.089,0.054,15,0.107,0.6,9,0.152,38,1.6,0.47,Vegetable
11709,"Asparagus, frozen, cooked, boiled, drained, with salt",18,2.95,0.42,1.92,0.32,1.6,40,0.02,0,24.4,1.2,135,1.038,0.103,0.065,18,0.105,0.56,10,0.14,49,3.9,0.41,Vegetable
11710,"Balsam-pear (bitter gourd), leafy tips, cooked, boiled, drained, with salt",32,3.6,0.2,6.16,1.04,1.9,121,0.76,0,55.6,1.45,88,0.995,0.282,0.147,42,0.201,1.02,94,0.536,77,0.9,0.3,Vegetable
11711,"Balsam-pear (bitter gourd), pods, cooked, boiled, drained, with salt",19,0.84,0.18,4.32,1.95,2,6,0.041,0,33,0.14,51,0.28,0.053,0.051,9,0.033,0.38,16,0.086,36,0.2,0.77,Vegetable
11712,"Bamboo shoots, cooked, boiled, drained, with salt",11,1.53,0.22,1.52,0,1,0,0.098,0,0,0,2,0.3,0.05,0.02,12,0.082,0.24,3,0.113,20,0.4,0.47,Vegetable
11713,"Beans, kidney, mature seeds, sprouted, cooked, boiled, drained, with salt",33,4.83,0.58,4.72,0,0,0,0.093,0,35.6,0,47,3.024,0.273,0.362,19,0.174,0.89,23,0.199,38,0.6,0.44,Vegetable
11714,"Lima beans, immature seeds, cooked, boiled, drained, with salt",123,6.81,0.32,23.64,1.63,5.3,19,0.193,0,10.1,0.14,26,1.04,0.096,0.14,32,0.305,2.45,74,1.252,130,2,0.79,Vegetable
11715,"Lima beans, immature seeds, canned, no salt added, solids and liquids",71,4.07,0.29,13.33,0.93,3.6,8,0.062,0,8.7,0.29,16,0.532,0.043,0.029,28,0.162,1.61,34,0.7,71,1.1,0.64,Vegetable
11716,"Lima beans, immature seeds, frozen, baby, cooked, boiled, drained, with salt",105,6.65,0.3,19.45,1.37,6,8,0.115,0,5.8,0.64,16,0.77,0.055,0.07,28,0.197,1.96,56,0.813,112,1.7,0.55,Vegetable
11717,"Lima beans, immature seeds, frozen, fordhook, cooked, boiled, drained, with salt",103,6.07,0.34,19.32,1.34,5.8,10,0.122,0,12.8,0.29,21,1.069,0.061,0.074,30,0.17,1.82,42,0.648,97,0.6,0.74,Vegetable
11718,"Mung beans, mature seeds, sprouted, cooked, boiled, drained, with salt",19,2.03,0.09,3.6,2.84,0.8,1,0.054,0,11.4,0.07,29,0.817,0.102,0.05,12,0.122,0.65,14,0.14,28,0.6,0.47,Vegetable
11719,"Beans, navy, mature seeds, sprouted, cooked, boiled, drained, with salt",78,7.07,0.81,15.01,0,0,0,0.198,0,17.3,0,106,1.263,0.235,0.381,16,0.389,2.11,111,0.446,103,0.6,0.97,Vegetable
11720,"Beans, pinto, immature seeds, frozen, cooked, boiled, drained, with salt",162,9.31,0.48,30.88,0,8.6,0,0.194,0,0.7,0,34,0.632,0.108,0.274,52,0.088,2.71,54,0.493,100,1.4,0.69,Vegetable
11721,"Beans, pinto, mature seeds, sprouted, cooked, boiled, drained, with salt",20,1.86,0.32,3.5,0,0,0,0.054,0,6.1,0,29,0.725,0.059,0.067,15,0.107,0.66,18,0.123,30,0.6,0.17,Vegetable
11722,"Beans, snap, yellow, raw",31,1.82,0.12,7.13,0,3.4,5,0.074,0,16.3,0,37,0.752,0.105,0.084,37,0.069,1.04,25,0.214,38,0.6,0.24,Vegetable
